"news_id","tweet_id","quote_id"
"63","1249181390379405312","1249201867063779328"
"63","1249452528942661632","1249453022956011520"
"63","1249817144038055936","1249837320074743808"
"63","1249817144038055936","1249838881639456771"
"64","1249189869462708229","1249339029725810690"
"64","1250024250636976128","1250033484325965824"
"64","1250024250636976128","1250065827732295687"
"644","1247984758325477376","1248604851413512192"
"645","1247705071111901184","1247764268193206279"
"645","1247907984493207554","1247908888772521985"
"67","1249504510948577284","1249519147224051713"
"67","1250267432809197572","1250305636492906499"
"647","1253667525012971520","1253670874818830343"
"647","1253667525012971520","1253806158730706947"
"649","1255547370319773698","1255548865278697472"
"649","1255547370319773698","1255550324720365568"
"650","1247321962730446848","1247914663649726465"
"651","1248896772614717441","1248898073008340995"
"651","1250896032797536257","1250910262569263105"
"657","1245541534436646913","1245544502309326853"
"657","1245717489071394819","1245724237136121863"
"76","1247276974403444741","1247277346534469632"
"76","1247317361738178560","1247341519486341120"
"76","1247329263713423361","1247330159767597062"
"76","1247329263713423361","1247331193848123392"
"76","1247339100492820480","1247479129844244481"
"76","1247339100492820480","1247480101207289858"
"76","1247339100492820480","1247502928622964736"
"76","1247339100492820480","1248190771070504960"
"76","1247378139162050562","1247395648007217155"
"76","1247515126724464645","1247337372750151681"
"76","1247515126724464645","1247541062991671298"
"76","1247515126724464645","1247695523479539713"
"76","1247515126724464645","1247708779287916547"
"76","1247566762050232320","1247571545616244737"
"76","1247571545616244737","1247582684207026176"
"76","1247571545616244737","1247813689371234304"
"76","1247582684207026176","1247622090951479298"
"76","1247598616396435456","1247618421010784256"
"76","1247622090951479298","1247624246727147521"
"76","1247622090951479298","1247806121013702661"
"76","1247622090951479298","1250185508380123136"
"76","1247624459894296576","1247473841502371840"
"76","1247624459894296576","1247629060769013760"
"76","1247769831266344962","1247770645808566272"
"76","1247806121013702661","1247812528123543552"
"76","1247812528123543552","1248250245944766465"
"76","1247813689371234304","1247919214595379201"
"76","1247861286039412736","1247863759298629632"
"76","1247919214595379201","1248177645415735297"
"76","1248172564779880448","1248173283956133888"
"76","1248177645415735297","1248242757480710150"
"76","1248250245944766465","1248252308368044032"
"76","1250126708658888704","1250302529277067265"
"76","1250302529277067265","1250311517339172865"
"76","1250575248937947137","1250577696297369600"
"76","1251657629535002625","1251659090989907969"
"76","1251657629535002625","1251677471495221248"
"76","1251657629535002625","1251677590235934720"
"663","1243547098701803523","1243547931506073603"
"667","1249013622895980551","1249013929835220995"
"667","1249013622895980551","1249014730464923649"
"669","1254810190655954944","1254814927329595392"
"672","1251382482857070597","1251392324137111553"
"672","1251382482857070597","1251873491034521600"
"675","1248882479517368320","1248895137800957953"
"675","1248882479517368320","1249504686165471233"
"680","1242563575597670407","1242564275455000576"
"680","1244771250846568449","1244776593542742017"
"687","1242407070953091072","1242547988876140545"
"102","1249333855988973571","1249610888908140545"
"102","1249395964290441218","1249443089497960450"
"102","1249398038394630145","1249516640263438336"
"102","1249398038394630145","1249695613517615105"
"102","1249407990144385027","1249606395017736192"
"102","1249407990144385027","1249609003467972608"
"102","1249407990144385027","1249609198259896321"
"102","1249407990144385027","1249609497003331588"
"102","1249407990144385027","1249610336094883840"
"102","1249407990144385027","1249611485204152320"
"102","1249407990144385027","1249616637461962752"
"102","1249407990144385027","1249616876801609729"
"102","1249407990144385027","1249617724235546624"
"102","1249407990144385027","1249619815154802688"
"102","1249407990144385027","1249619883480035328"
"102","1249407990144385027","1249620560260272129"
"102","1249407990144385027","1249621041158250497"
"102","1249407990144385027","1249621095231209473"
"102","1249407990144385027","1249622324631998469"
"102","1249407990144385027","1249623045062504450"
"102","1249407990144385027","1249624285649539072"
"102","1249407990144385027","1249624320592228353"
"102","1249407990144385027","1249624839427670016"
"102","1249407990144385027","1249625444850323456"
"102","1249407990144385027","1249629728941715456"
"102","1249407990144385027","1249630266185912323"
"102","1249407990144385027","1249630790318796807"
"102","1249407990144385027","1249632363514077190"
"102","1249407990144385027","1249632888561295362"
"102","1249407990144385027","1249633307022831617"
"102","1249407990144385027","1249634126573043712"
"102","1249407990144385027","1249634604262268929"
"102","1249407990144385027","1249638541866471424"
"102","1249407990144385027","1249640578289188867"
"102","1249407990144385027","1249642658139639809"
"102","1249407990144385027","1249642702137962498"
"102","1249407990144385027","1249644274020425728"
"102","1249407990144385027","1249645442628976640"
"102","1249407990144385027","1249645762209878016"
"102","1249407990144385027","1249647342019579905"
"102","1249407990144385027","1249647829607428096"
"102","1249407990144385027","1249648124865449985"
"102","1249407990144385027","1249648333691420672"
"102","1249407990144385027","1249648396912267264"
"102","1249407990144385027","1249649537490305024"
"102","1249407990144385027","1249651074224570368"
"102","1249407990144385027","1249651488890195969"
"102","1249407990144385027","1249652993038987266"
"102","1249407990144385027","1249653399269904384"
"102","1249407990144385027","1249653457239322625"
"102","1249407990144385027","1249654198297341952"
"102","1249407990144385027","1249657039225266179"
"102","1249407990144385027","1249658629218852865"
"102","1249407990144385027","1249659040675901440"
"102","1249407990144385027","1249662385444569090"
"102","1249407990144385027","1249667884814667777"
"102","1249407990144385027","1249675519542657036"
"102","1249407990144385027","1249682642393616384"
"102","1249407990144385027","1249690998437019648"
"102","1249407990144385027","1249700976589750273"
"102","1249407990144385027","1249701311257481216"
"102","1249407990144385027","1249709858397523968"
"102","1249407990144385027","1249716723009441793"
"102","1249407990144385027","1249738372840476672"
"102","1249407990144385027","1249779256458125316"
"102","1249407990144385027","1249788519117185027"
"102","1249407990144385027","1249794162679074817"
"102","1249407990144385027","1249834306249383937"
"102","1249424671759634433","1249426299904569363"
"102","1249490764687695875","1249492832831881216"
"102","1249570524247683072","1249600076319617025"
"102","1249595797299015680","1249598212438016000"
"102","1249600076319617025","1249717901541531648"
"102","1249621041158250497","1249630905511088128"
"102","1249626111572619266","1251721406083194880"
"102","1249689752154132483","1249692546747576322"
"102","1249689752154132483","1249692636061065219"
"102","1249689752154132483","1249693240778989569"
"102","1249689752154132483","1249694998141992960"
"102","1249689752154132483","1249699657762119680"
"102","1249689752154132483","1249701973298950146"
"102","1249689752154132483","1249703834324283392"
"102","1249689752154132483","1249706804877156352"
"102","1249689752154132483","1249707587265875970"
"102","1249689752154132483","1249712387688747008"
"102","1249689752154132483","1249716618197962755"
"102","1249689752154132483","1249716727769899010"
"102","1249689752154132483","1249718480338857984"
"102","1249689752154132483","1249727554036121601"
"102","1249689752154132483","1249728249820860416"
"102","1249689752154132483","1249728492792696834"
"102","1249689752154132483","1249733941260582912"
"102","1249689752154132483","1249736912383991808"
"102","1249689752154132483","1249737126729715713"
"102","1249689752154132483","1249737300008824832"
"102","1249689752154132483","1249737697004072962"
"102","1249689752154132483","1249738202598047744"
"102","1249689752154132483","1249738631335591939"
"102","1249689752154132483","1249739269213769728"
"102","1249689752154132483","1249739511740932096"
"102","1249689752154132483","1249739958270799873"
"102","1249689752154132483","1249742660983758856"
"102","1249689752154132483","1249743364678918144"
"102","1249689752154132483","1249745981995958279"
"102","1249689752154132483","1249756083368984576"
"102","1249689752154132483","1249757270075940865"
"102","1249689752154132483","1249757331539271680"
"102","1249689752154132483","1249758969901408258"
"102","1249689752154132483","1249761849471614977"
"102","1249689752154132483","1249764016416751616"
"102","1249689752154132483","1249764422530318341"
"102","1249689752154132483","1249767071208144900"
"102","1249689752154132483","1249767862149033984"
"102","1249689752154132483","1249771335204691974"
"102","1249689752154132483","1249773948620935170"
"102","1249689752154132483","1249778645339639808"
"102","1249689752154132483","1249781576193409024"
"102","1249689752154132483","1249783451257053184"
"102","1249689752154132483","1249783567246405644"
"102","1249689752154132483","1249787749646979073"
"102","1249689752154132483","1249788981182693377"
"102","1249689752154132483","1249792779988934656"
"102","1249689752154132483","1249793636948115462"
"102","1249689752154132483","1249794131657986050"
"102","1249689752154132483","1249796551184187393"
"102","1249689752154132483","1249797680513142791"
"102","1249689752154132483","1249802535537389568"
"102","1249689752154132483","1249803480040189955"
"102","1249689752154132483","1249804027195543553"
"102","1249689752154132483","1249805798101958657"
"102","1249689752154132483","1249812913143062530"
"102","1249689752154132483","1249817704405577728"
"102","1249689752154132483","1249821344075841537"
"102","1249689752154132483","1249828401755705350"
"102","1249689752154132483","1249828936609038336"
"102","1249689752154132483","1249830134238138380"
"102","1249689752154132483","1249832276235558915"
"102","1249689752154132483","1249840142870810628"
"102","1249689752154132483","1249851580725235713"
"102","1249689752154132483","1249855556002643969"
"102","1249689752154132483","1249857455389061121"
"102","1249689752154132483","1249925672291704833"
"102","1249689752154132483","1249932680176664576"
"102","1249689752154132483","1249940163775602690"
"102","1249689752154132483","1249955446187835392"
"102","1249689752154132483","1249958337430663168"
"102","1249689752154132483","1249963208481427456"
"102","1249689752154132483","1249963996343656449"
"102","1249689752154132483","1249972067937615873"
"102","1249689752154132483","1249972306513977344"
"102","1249689752154132483","1249973228312952832"
"102","1249689752154132483","1249978350451523584"
"102","1249689752154132483","1249979044017385472"
"102","1249689752154132483","1249981281993134080"
"102","1249689752154132483","1249983703159377920"
"102","1249689752154132483","1249989625214615554"
"102","1249689752154132483","1249990872826970112"
"102","1249689752154132483","1249990991785984000"
"102","1249689752154132483","1249991460872740866"
"102","1249689752154132483","1249993279002869760"
"102","1249689752154132483","1249994853850767360"
"102","1249689752154132483","1249995100702167041"
"102","1249689752154132483","1249995775024693251"
"102","1249689752154132483","1249995869509816320"
"102","1249689752154132483","1249998342207295488"
"102","1249689752154132483","1249999922746789888"
"102","1249689752154132483","1250004557230456832"
"102","1249689752154132483","1250005740242296833"
"102","1249689752154132483","1250007156369350656"
"102","1249689752154132483","1250008754386538496"
"102","1249689752154132483","1250014045098389504"
"102","1249689752154132483","1250016760805220353"
"102","1249689752154132483","1250020511108734977"
"102","1249689752154132483","1250022377112702978"
"102","1249689752154132483","1250022618905948160"
"102","1249689752154132483","1250029168169046017"
"102","1249689752154132483","1250038032947908611"
"102","1249689752154132483","1250052511114944512"
"102","1249689752154132483","1250074192403402754"
"102","1249689752154132483","1250085971984605187"
"102","1249689752154132483","1250086366001664000"
"102","1249689752154132483","1250118169211146241"
"102","1249689752154132483","1250123051997462528"
"102","1249689752154132483","1250142586687369223"
"102","1249689752154132483","1250159514428608515"
"102","1249689752154132483","1250161020355608576"
"102","1249689752154132483","1250392581600616449"
"102","1249689752154132483","1250415515639656448"
"102","1249689752154132483","1250755312078000128"
"102","1249689752154132483","1250901426135588870"
"102","1249689752154132483","1266317481196556288"
"102","1249692434210205697","1249746421315600386"
"102","1249717295720665089","1249842600301015043"
"102","1249727075377909760","1249750664734900237"
"102","1249751805904420869","1249754763622834176"
"102","1249869038060285954","1249870885860843523"
"102","1249869038060285954","1249893058474360833"
"102","1249917089349021696","1249928331279192064"
"102","1249917089349021696","1249930016831541248"
"102","1249964849284567041","1249965566623809539"
"102","1249964849284567041","1249965586307624961"
"102","1249964849284567041","1249966032229285990"
"102","1249981281993134080","1249983050554974210"
"102","1249995100702167041","1249996895096725504"
"102","1250142586687369223","1250147172500340739"
"102","1250191704264544258","1250730764091699207"
"693","1239631362275135489","1239635881696387072"
"693","1239733431514402817","1239949623382249472"
"693","1239921631482519553","1239922987828162560"
"693","1246081017305280519","1246081863661359107"
"693","1251303182657105920","1251314869082697728"
"693","1251303182657105920","1251330657084674054"
"698","1240733008656838657","1240748494152855552"
"698","1240733008656838657","1240805045806993408"
"698","1244904962829635584","1244918369410846720"
"698","1244904962829635584","1248057158878416896"
"698","1244904962829635584","1282053928927010825"
"698","1244904962829635584","1313482234633097216"
"698","1244904962829635584","1329806608973619201"
"698","1245051048823156736","1245054420330713088"
"113","1245196854826078208","1245197587659001856"
"113","1245411835265892352","1245412041684398080"
"707","1249900347776065536","1263043746276360192"
"708","1240110614749392896","1240111620983939072"
"711","1238902153684701184","1238916968679452678"
"711","1240740231189532677","1240740523461226503"
"711","1245232721846099968","1246105773735723008"
"715","1240035427517595649","1240198051471319040"
"715","1247909732024811523","1247915457199443969"
"715","1252587041457680384","1252589741876396032"
"718","1236320767912153094","1236705956479635456"
"721","1234683927387787265","1234690139261149186"
"721","1235321488359804938","1235322438541549569"
"721","1235321488359804938","1235327786501451779"
"721","1235321488359804938","1235350637946208257"
"721","1235321488359804938","1235365431847813120"
"721","1235321488359804938","1235369771115442176"
"721","1235321488359804938","1236136438661550082"
"721","1235321488359804938","1236555461442371584"
"724","1230711246309093376","1230712065917997056"
"724","1234440866724564992","1234449793101025281"
"726","1233546403969978370","1233549123581665281"
"729","1233376529087913984","1233384380321550337"
"735","1225041710419496960","1225233297002897408"
"735","1234001487602253825","1234004130420740096"
"735","1234001487602253825","1234008920131325952"
"735","1234001487602253825","1234064563651383296"
"736","1219082113279983616","1219082672141717504"
"738","1234488739499585537","1234489160360189953"
"738","1239867826925645825","1239869174412967936"
"738","1243191794327846912","1243197279307100162"
"739","1224331894713733126","1224866716733321216"
"745","1218276871944712199","1218396881895608320"
"749","1246097390110720001","1246097669459771394"
"750","1205562854893596678","1208096485155463168"
"758","1253368502729220099","1253816970924916737"
"758","1253368502729220099","1253819616855560192"
"758","1253368502729220099","1254019733780824065"
"760","1251249514591240194","1251250034022252546"
"760","1251259653222043650","1250486695025393665"
"760","1251259653222043650","1251258090634297347"
"760","1251259653222043650","1251261535462330368"
"760","1251259653222043650","1251261569117425666"
"760","1251259653222043650","1251262701243793408"
"760","1251259653222043650","1251263475197894657"
"760","1251259653222043650","1251267807171526656"
"760","1251259653222043650","1251272384834912257"
"760","1251259653222043650","1251301053406023680"
"760","1251259653222043650","1251302107371708416"
"760","1251259653222043650","1251303530268327937"
"760","1251259653222043650","1251309479984984064"
"760","1251259653222043650","1251324474512867329"
"760","1251259653222043650","1251343449900621824"
"760","1251259653222043650","1251353165909327872"
"760","1251259653222043650","1251369101613727745"
"760","1251259653222043650","1251381119775313922"
"760","1251259653222043650","1251410748800069632"
"760","1251259653222043650","1251412698878763008"
"760","1251259653222043650","1251505014067077120"
"760","1251259653222043650","1251515661966344192"
"760","1251259653222043650","1251539074768416769"
"760","1251259653222043650","1251828907541696513"
"760","1251259653222043650","1251974353216045058"
"760","1251259653222043650","1252000245946384384"
"760","1251259653222043650","1252238212862316552"
"760","1251259653222043650","1252593057704230914"
"760","1251259653222043650","1256641647313649670"
"760","1251259653222043650","1256642666554671104"
"760","1251262701243793408","1251264670284963840"
"760","1251269791563710464","1251295296316796930"
"760","1251273457725321216","1340057561970716675"
"760","1251572358210617346","1251592156613050369"
"760","1251572358210617346","1251593839883751428"
"760","1251591210428518401","1256330725546024960"
"161","1243924088478990336","1243925266491035649"
"763","1249790812952510464","1249791898363011081"
"763","1249791898363011081","1249792871755964416"
"763","1249974084433141761","1249974659300220929"
"764","1249792189384634372","1249794408414883841"
"764","1249792189384634372","1249798703684124674"
"764","1249952244398784514","1249994051971153920"
"764","1249991296204312576","1250046540544000000"
"764","1250021676550631426","1250030543695159296"
"764","1250021676550631426","1250031600492036096"
"764","1250021676550631426","1250119120378564609"
"765","1247786019794980865","1247789811101872130"
"765","1247786019794980865","1247789929129639939"
"765","1247786019794980865","1247790004669014016"
"766","1247662411819225089","1247803115903959043"
"766","1247662411819225089","1248009908198375424"
"768","1247569831232245764","1247627283822784512"
"768","1247690628542148613","1247702987276836864"
"768","1247690628542148613","1247708610005794816"
"769","1246155366691254272","1246403328612995074"
"769","1246448598319054849","1246451477519818752"
"769","1246451477519818752","1246451737394909185"
"769","1246778379363368962","1246778567339409411"
"770","1246477333671878657","1246479660512411648"
"770","1246477333671878657","1246480680718151684"
"770","1246477333671878657","1246480766286118914"
"770","1246479660512411648","1246480243940118528"
"770","1246765788519976962","1246767733255127041"
"771","1246086238819491842","1246156959104954369"
"771","1246156959104954369","1246934101040353280"
"771","1246156959104954369","1246948714519752704"
"771","1246214218065555459","1246929490497986561"
"771","1246237423702548486","1246240522475356161"
"771","1246293161485283328","1247193394582962176"
"771","1246430397220761607","1246535617497858049"
"771","1246439990483173377","1246440522367066112"
"771","1246445427068567552","1246466210251911169"
"771","1246582483325337600","1246591769753473025"
"771","1246582483325337600","1246595442382528517"
"771","1246582483325337600","1246646332774735873"
"771","1246582483325337600","1246650743940976642"
"771","1246582483325337600","1246689009046192134"
"771","1246582483325337600","1247402815988699137"
"771","1246662379087089664","1246673679758405635"
"771","1246777884930424832","1246819046923726848"
"771","1246835381967785984","1246835751838289920"
"771","1247222276723888129","1247784882664665088"
"771","1251023297409671168","1251023665329606656"
"772","1246084957518336000","1246086835090137088"
"772","1246360376444219392","1246362738189684736"
"772","1247363438109691912","1247366566313852930"
"172","1243215342102593540","1243216225443905539"
"172","1243215342102593540","1243216608224477186"
"172","1243215342102593540","1243218005435265025"
"172","1243215342102593540","1243492935502569473"
"172","1243215342102593540","1243493412596322305"
"172","1243215342102593540","1243494030878670848"
"172","1243215342102593540","1243499845735854080"
"172","1243215342102593540","1243500782168821760"
"172","1243215342102593540","1243501526078959616"
"172","1243215342102593540","1243504565259046912"
"172","1243215342102593540","1243505997282508805"
"172","1243215342102593540","1243515159185960960"
"172","1243215342102593540","1243517298700361733"
"172","1243215342102593540","1243517727421145089"
"172","1243215342102593540","1243523542609809409"
"172","1243215342102593540","1243527876030402561"
"172","1243215342102593540","1243528607512891392"
"172","1243215342102593540","1243529040008482818"
